Organisation,member
microsoft,Drew Scoggins
microsoft,Howard Kapustein
microsoft,Duncan Mackenzie
microsoft,Dustin Campbell
microsoft,Ethan Abeles
microsoft,Elizabeth Maher
microsoft,None
microsoft,None
microsoft,Edmundo Martinez [MSFT]
microsoft,Egor Bogatov
microsoft,Eilon Lipton
microsoft,Eli Pinkerton
microsoft,Eliise
microsoft,Eliot Graff
microsoft,Laurent Ellerbach
microsoft,Emil Damsbo
microsoft,Emma Ning
microsoft,EmmaZhu-MSFT
microsoft,Duy Nguyen
microsoft,Eric Dahlvang
microsoft,Eric Moos
microsoft,Eric Vernié
microsoft,Yan Zhang
microsoft,Estevam Arantes
microsoft,Evan Cahill
microsoft,Amaury Levé
microsoft,Jason Ingram
microsoft,Clint Woon
microsoft,Fatemeh Dehghandehnavi
microsoft,None
microsoft,Hanxiao Liu
microsoft,None
microsoft,Forrest Trepte
microsoft,Fox
microsoft,Francisco Gamino
microsoft,Friedrich Weinmann
microsoft,Gabriel Gravena Neves
microsoft,Gabriele Castellani
microsoft,Gage Ames
microsoft,Gang Chen
microsoft,Gearard Boland
microsoft,Christopher Harrison
microsoft,Geoff Cox (Microsoft)
microsoft,Gerardo Diaz-Cuellar
microsoft,George Cheng
microsoft,崔庆才丨静觅
microsoft,Mark Phariss
microsoft,Haining Wang
microsoft,Charles Torre
microsoft,Gnol Long
microsoft,Levi Broderick
microsoft,Shayne Hiet-Block
microsoft,Mikhail Yakshin
microsoft,Gareth Lacey
microsoft,None
microsoft,Guy Moses
microsoft,Joe Flint
microsoft,AaronLiu
microsoft,Chua
microsoft,Hunter Poitevint
microsoft,None
microsoft,Mr. 
microsoft,Halid Cisse
microsoft,Hamlet D'Arcy
microsoft,Medeni Baykal
microsoft,Tobias Schug
microsoft,Hardhik Mallipeddi
microsoft,Hari Prasad
microsoft,Harleen Dhaliwal
microsoft,Harley Adams
microsoft,Harry Gifford
microsoft,Heidi Lohr
microsoft,Helen Miller
microsoft,Herrick Spencer
microsoft,Henk van de Crommert
microsoft,Himanshu Kumar
microsoft,Jan Pilzer
microsoft,Holger Bolduan
microsoft,Howard Wolosky
microsoft,MichaelTsai
microsoft,None
microsoft,David Pine
microsoft,Varma Gadhiraju
microsoft,Ian Huff
microsoft,Ryan Wilson
microsoft,Ihor Handziuk
microsoft,Ihor Peresunko
microsoft,Dave Wilson
microsoft,Ivan Kaloyanov
microsoft,Ivan Mota
microsoft,John Gemkow
microsoft,Jon Jung
microsoft,Javad
microsoft,Jack Q
microsoft,Jacob Pitts
microsoft,Jacopo Mangiavacchi
microsoft,Jagadeesh Kedarisetty
microsoft,Peter Jahn
microsoft,Jak Koke
microsoft,Jake Cohen
microsoft,Jake
microsoft,Jakov
microsoft,James Burnside
microsoft,James Newton-King
microsoft,James Truher [MSFT]
microsoft,Jamie Magee
microsoft,Jan Hyka
microsoft,Janne Mattila
microsoft,Janusz Gal
microsoft,Jacqueline Russell
microsoft,Larry Guger
microsoft,Jason Gore
microsoft,Jason Yang
microsoft,Jef Kazimer
microsoft,Jeff Wight
microsoft,Jeff Bernhardt
microsoft,Jeff Chen
microsoft,Jeff Macaluso
microsoft,None
microsoft,Jeff Derstadt
microsoft,Jeffery Wasty
microsoft,Jeffrey Chen
microsoft,Jeong Ham
microsoft,Jeremy Kuhne
microsoft,None
microsoft,Jessie Liu
microsoft,None
microsoft,Jiandong Jiang
microsoft,Jim Parker
microsoft,Jim Daly
microsoft,Jim Britt [MSFT]
microsoft,Jim Paine
microsoft,Jimson Chalissery
microsoft,None
microsoft,Jinghui Zhang
microsoft,JoannaWu
microsoft,Jocelyn Berrendonner [MSFT]
microsoft,Joey Robichaud
microsoft,Joseph Barnes
microsoft,v-peqiao
microsoft,None
microsoft,John Morman
microsoft,John Schmeichel
microsoft,Cesar Soares
microsoft,Yomi
microsoft,None
microsoft,Jonathan Caves
microsoft,Jon Douglas
microsoft,None
microsoft,Jonathan Carlson
microsoft,Jonathan Cárdenas
microsoft,Jose
microsoft,Josh Ebersol
microsoft,Joshua Gendein
microsoft,Josh Stevens
microsoft,Joshua Whatley
microsoft,David Cantú
microsoft,None
microsoft,Juan Mejia
microsoft,JuergenSchwertl
microsoft,Julie Lee
microsoft,None
microsoft,Justin Hall
microsoft,None
microsoft,Keith Cully
microsoft,K0414
microsoft,Konst Khurin
microsoft,Kyle Ryan
microsoft,Kevin Leung
microsoft,Ken Schlobohm
microsoft,かがみ
microsoft,Kaiming Qu
microsoft,Kalyan Chanumolu
microsoft,None
microsoft,Karl Erickson
microsoft,None
microsoft,Parminder Kaur
microsoft,Kaycee
microsoft,Kelly Baker
microsoft,Kevin Coughlin
microsoft,None
microsoft,None
microsoft,Kirill Osenkov
microsoft,Klaus Löffelmann
microsoft,Michael Koester
microsoft,Kristijan Šimić
microsoft,KrishnaGMohan
microsoft,Krzysztof Cwalina
microsoft,Kyle Beck
microsoft,Kyle Reis
microsoft,Lang Cheng
microsoft,Larry Osterman
microsoft,Lars Liden
microsoft,Laura Graham
microsoft,Lavanya
microsoft,None
microsoft,Lea Shallev
microsoft,None
microsoft,Lego
microsoft,Leilani Ann Raranga
microsoft,Leo
microsoft,Humberto Lezama
microsoft,Liang He
microsoft,Jy
microsoft,Liang Zhao - MSFT
microsoft,Brian Liu Xu
microsoft,Lily Ma
microsoft,Lingling Tong
microsoft,"Li, Lingxi"
microsoft,Eric Xu
microsoft,None
microsoft,Long Hao
microsoft,Dave Gray
microsoft,Parker Bibus
microsoft,None
microsoft,Lou
microsoft,Louis Lafreniere
microsoft,Łukasz Mendakiewicz
microsoft,Luke Slevinsky
microsoft,Luke Kim
microsoft,Luowei Zhou
microsoft,David Desberg
microsoft,Luís Pinto
microsoft,Alicia Li
microsoft,Dmitry Lyalin
microsoft,Anders Lybecker
microsoft,Lyle Corbin - MSFT
microsoft,Michael
microsoft,Michael Silverstein
microsoft,Mickaël Mottet
microsoft,Morgan SIMON
microsoft,Mike Fenelon
microsoft,Gudge
microsoft,Michael Mainer
microsoft,Mohammad Juma
microsoft,Matthew Rayermann
microsoft,Evan Hissey
microsoft,Henry Fox
microsoft,Guardian
microsoft,Jia Guo
microsoft,Keith Hill
microsoft,Jimmy Thomson
microsoft,Matt Sylvia
microsoft,None
microsoft,Mahmoud Saleh
microsoft,None
microsoft,Malcolm Tyrrell
microsoft,Marie Píchová
microsoft,Manoj Valiyaparambil
microsoft,Robert
microsoft,Marcin Juraszek
microsoft,Maria Olekheyko
microsoft,Maria José Solano
microsoft,Maria Vrabie
microsoft,Mark Polak
microsoft,Martin McClean
microsoft,Martin Vokurek
microsoft,Mary Gao
microsoft,MattB
microsoft,Matt Galbraith
microsoft,Matt Hyman
microsoft,Matthieu MEZIL (MSFT)
microsoft,Matt Lavery
microsoft,Max Wilson
microsoft,Maxim Kalinin
microsoft,Maxime Rouiller
microsoft,Asobo Mongwa
microsoft,Mehmet Akkurt
microsoft,None
microsoft,Michael Yanni
microsoft,Maria Romero
microsoft,Michael Eng
microsoft,None
microsoft,Michael Goulding
microsoft,Michael Simons
microsoft,Michael Tseng
microsoft,Michal Strehovský
microsoft,Michelle Bergeron
microsoft,Michelle Tan
microsoft,Michael Kimmich
microsoft,John Flores
microsoft,Michael Sullivan
microsoft,Miguel Caldas
microsoft,Miha Zupan
microsoft,Mike Barker
microsoft,Mike Cales
microsoft,Mike Chemistruck
microsoft,Michael Holman
microsoft,Mike Lacher
microsoft,Mike Pham
microsoft,Mike Riches
microsoft,Milan Brkic
microsoft,Sébastien Pertus
microsoft,Min Li
microsoft,Minshik Park
microsoft,None
microsoft,Misha Uliutin
microsoft,Mitch Bodmer
microsoft,Mitchell Sternke
microsoft,MixedReality-SpectatorView BuildBot
microsoft,Michael Blouin
microsoft,Mohit Chakraborty
microsoft,None
microsoft,Moim HA
microsoft,Joey Pitt
microsoft,Robin Müller
microsoft,Derek M.
microsoft,Junjie Li
microsoft,Franklin Chen
microsoft,None
microsoft,Usha N
microsoft,Lee Burton
microsoft,Nathan Carlson
microsoft,Masayuki Ota
microsoft,N. Taylor Mullen
microsoft,Nadin Merali
microsoft,Naim Ayat
microsoft,None
microsoft,Naoki Wake
microsoft,Ryan Pedersen
microsoft,Nate Rickard
microsoft,Nathan Bennett
microsoft,Nathan Sherman
microsoft,Nathan Martinez
microsoft,Nick Chao
microsoft,Neeraja Singireddy
microsoft,Neha Raje
microsoft,Adonais Romero González
microsoft,Muyao Feng
microsoft,New Future
microsoft,None
microsoft,Weijiang Wu
microsoft,Nick Craver
microsoft,Nick Ericson
microsoft,Nicholas Fang
microsoft,Niklas Gustafsson
microsoft,Nikola Milosavljevic
microsoft,Nilesh Ghodekar
microsoft,Nills Franssens
microsoft,Nina Wang
microsoft,Nishant Shenoy
microsoft,Rick Davis
microsoft,Alexander Riman
microsoft,David Stephens
microsoft,Oleksii Ruban
microsoft,Ofek Wittenberg
microsoft,Olga Dalecka
microsoft,Olia Gavrysh
microsoft,v-olzhan
microsoft,oltest
microsoft,Ori Yosefi
microsoft,Osvaldo Rosado
microsoft,Austin Hobbs
microsoft,Prachi Bora
microsoft,Phil Deets
microsoft,None
microsoft,PJ
microsoft,Peter Provost
microsoft,Paulina Cortes
microsoft,Michele Nappa
microsoft,Pat Altimore
microsoft,Pat Stanton
microsoft,Patrick Farley
microsoft,Paul Feaser
microsoft,Paul Stubbs
microsoft,Pavel Safronov
microsoft,None
microsoft,Derek Morris
microsoft,Peter Smith
microsoft,Peter Sollich
microsoft,Peter Yang
microsoft,Peter Marcu
microsoft,Felipe Escoto
microsoft,Phoebe Tan
microsoft,David Bures
microsoft,Kevin Pilch
microsoft,Hiroyuki Nishizawa
microsoft,Daniel Scott-Raynsford
microsoft,sdodge-ms
microsoft,George Pollard
microsoft,Porter Nan
microsoft,Paul Chapman
microsoft,Prateek Vachher
microsoft,Ryan Preece
microsoft,ProbablePrime
microsoft,PrudhviRaj Reddy Nookala
microsoft,Ze Gan
microsoft,Carter Bray
microsoft,Qingping Meng
microsoft,James Onnen
microsoft,Quinn Radich
microsoft,Bang Lee
microsoft,None
microsoft,Karthik RG
microsoft,Rodolfo Quispe
microsoft,Valentin Radulescu
microsoft,Rafael Cintron
microsoft,Ram Gupta
microsoft,Ramón Argüelles
microsoft,None
microsoft,Ramon Bispo
microsoft,Ramu-msft
microsoft,Ramyasree Chakka
microsoft,Ranger Due
microsoft,Ranjana Rathinam
microsoft,Raul Perez
microsoft,Ravikiran Tangirala
microsoft,Raymond Borbon
microsoft,Tommy Klein
microsoft,Jonathan Dick
microsoft,None
microsoft,René Schumacher
microsoft,Reuben Bond
microsoft,Reza Jooyandeh
microsoft,Richard Cassan
microsoft,Rick Anderson
microsoft,Rick Kirkham
microsoft,Rick Gutierrez
microsoft,Rick Krause
microsoft,Rick Winter
microsoft,Rick Claus
microsoft,Rikki Gibson
microsoft,Riyaz Pishori
microsoft,Rob Caplan
microsoft,Robert Standefer
microsoft,Robert Lin
microsoft,Roberdan
microsoft,Robert Bruckner
microsoft,Robert VS
microsoft,Roberto Borges
microsoft,Rohit
microsoft,Roger
microsoft,Ronald Aigner
microsoft,Roopesh Nair
microsoft,Riley Childs
microsoft,None
microsoft,Russ Keldorph
microsoft,Igor Velikorossov
microsoft,Ryan
microsoft,Ryan Cavanaugh
microsoft,Ryan Fehr
microsoft,Ryan King
microsoft,Ryan Russell
microsoft,Ryan Toth
microsoft,Ryan Hill
microsoft,Sherman Ouko
microsoft,None
microsoft,Saajid Joosab
microsoft,None
microsoft,Saisang Cai
microsoft,Sam Rowe
microsoft,Sam Bent
microsoft,Sam Kustin
microsoft,Sammy Israwi
microsoft,Mike sampson
microsoft,QZQ
microsoft,None
microsoft,Sander Säde
microsoft,None
microsoft,None
microsoft,Satya Lokam
microsoft,Saumilkumar Kiritkumar Shah
microsoft,Savoy Schuler
microsoft,Joel
microsoft,Scott Hysom
microsoft,Scott Jones
microsoft,Sean Gallardy
microsoft,Sean Greenbaum
microsoft,Sean McDaniel
microsoft,Sean Smith
microsoft,Selma Ikiz
microsoft,None
microsoft,Serdar Soysal [MSFT]
microsoft,Sergei Alonichau
microsoft,Sergey Malkin
microsoft,Seth
microsoft,Severin Bock
microsoft,None
microsoft,Shan Singh
microsoft,None
microsoft,Shawn Farkas
microsoft,Shawn Jackson
microsoft,Shawn Steele
microsoft,Shayla L
microsoft,Sheshagiri Rao Mallipedhi
microsoft,Shirely Gu
microsoft,Shishir Patil
microsoft,Shreyas R
microsoft,Shuo Zhang
microsoft,Shweta Patil
microsoft,Shyam Gupta
microsoft,Siddharth Singha Roy
microsoft,silaskenneth
microsoft,Simeng
microsoft,Qian
microsoft,Jack Rickard
microsoft,Nikhil Manchanda
microsoft,Zhe Li
microsoft,Stefan Haubold
microsoft,Israel Soto
microsoft,Dash
microsoft,Sacha Narinx
microsoft,Stacey Doerr
microsoft,Stanimir Kirilov
microsoft,Stanisław Minksztym
microsoft,Richard Arthur
microsoft,Stephan T. Lavavej
microsoft,Stephane Delcroix
microsoft,Stephen Tse
microsoft,Stephen Bonikowsky
microsoft,Stephen Jeffries
microsoft,Steve Molloy
microsoft,Steve Steiner
microsoft,Steve Lee
microsoft,Steve Carroll
microsoft,Steve Syfuhs
microsoft,Steven Burns
microsoft,Silas Strawn
microsoft,Puli
microsoft,Sven Groot
microsoft,Sydney Smith
microsoft,Trevor Gau
microsoft,Thomas Reis
microsoft,Todd Lefor
microsoft,Tyler Olson
microsoft,Tanay Parikh
microsoft,None
microsoft,Tanya Solyanik
microsoft,Sy Brand
microsoft,None
microsoft,Geordie Moffatt
microsoft,Terry Warwick
microsoft,Terry Zhou
microsoft,Tess Ferrandez
microsoft,Andrew Cook
microsoft,Juan Carlos Arevalo Baeza
microsoft,Sean Larkin
microsoft,Chris Paterson
microsoft,Marius Ungureanu
microsoft,Thomas Gaubert
microsoft,Thomas Michon
microsoft,Tom Shea
microsoft,None
microsoft,Tim Barham
microsoft,Tim Sherer
microsoft,Timothy Mothra
microsoft,Tinus Flagstad
microsoft,Tobiah Zarlez
microsoft,Tobias Hassmann
microsoft,Tom Aaron
microsoft,Tom Finley
microsoft,Tom Kent-Dobias
microsoft,Tomáš Hübelbauer
microsoft,Tomas Morris
microsoft,Tony (Yunguang) Dou
microsoft,None
microsoft,Chris Ross
microsoft,Travis Plunk
microsoft,Travis Jensen
microsoft,Travis Spomer
microsoft,Travis Neely
microsoft,Trevor Harris
microsoft,Tristan Watanabe
microsoft,Tyler James Leonhardt
microsoft,Tyler Whitney
microsoft,Daniel Imms
microsoft,"Vince Arter, Jr."
microsoft,Vladimir Sadov
microsoft,Viktoryia Trukhan
microsoft,Varad Chemburkar
microsoft,Varsha Parthasarathy 
microsoft,Vasudev Burle
microsoft,Venumadhav Duriseti
microsoft,Vesa Juvonen
microsoft,Vigilans
microsoft,None
microsoft,Viktor Hofer
microsoft,Vince Smith
microsoft,None
microsoft,None
microsoft,Vincent Nicolas
microsoft,Vinícius Batista de Souza
microsoft,v-wangvino
microsoft,Vivien Hung
microsoft,Oleg Kozitsyn
microsoft,Jameson Z
microsoft,Will Aber
microsoft,Wael
microsoft,WangYongzhao
microsoft,Andrew Wang
microsoft,Yao Wang
microsoft,WendyLi_MSFT
microsoft,Phil Whipps
microsoft,Andrei Miroshnikov
microsoft,None
microsoft,William Anton Rohm
microsoft,Bill Berry
microsoft,William Xie
microsoft,Wilson Reddy Gajarla
microsoft,Wodans Son
microsoft,Won Song
microsoft,Vincenzo Chianese
microsoft,Damon Stephenson
microsoft,None
microsoft,Xiangyu Luo
microsoft,xiaonlimsft
microsoft,Yalin Li
microsoft,Yehezkel Bernat
microsoft,Yijun Wang
microsoft,Yixuan Liu
microsoft,Yoni Smolin
microsoft,Yunan Jiang
microsoft,Pavel Yurenev
microsoft,Yvan Duhamel
microsoft,Zachary Richardson
microsoft,Zac Walker
microsoft,Zachary Henkel
microsoft,Frankie Wu
microsoft,None
microsoft,Ji'an Liu
microsoft,Zhaodong
microsoft,v-zhgl
microsoft,ZhongGang Li
microsoft,Yi Zhou
microsoft,Robert Onulak
microsoft,Michael Zlatkovsky
microsoft,Salah Mostafa
microsoft,Alfredo Santamaria
microsoft,None
microsoft,None
microsoft,Adam Pfau
microsoft,Aaron Gustafson
microsoft,Aaron Hallberg
microsoft,Aaron Chan
microsoft,Abbas Ali Aloc
microsoft,Alexander Beck
microsoft,Andrew Begel
microsoft,Abhishek Goswami
microsoft,Abigail Hartman
microsoft,Abhishek Agarwal
microsoft,Abhishek Shanthkumar
microsoft,Aditya Bist
microsoft,Aaron Bockover
microsoft,Abi Gicic
microsoft,Yifan Xiong
microsoft,Abhishek Udupa
microsoft,Simon Abykov
microsoft,Anthony Cangialosi [MS]
microsoft,Amaury Chamayou
microsoft,Alfero Chingono
microsoft,Antonio J. Consuegra
microsoft,Alex Cortelyou
microsoft,Alex Crown
microsoft,Enrique Acuay
microsoft,Aditya Aggarwal
microsoft,Adrian Alonso
microsoft,Adam Asmar
microsoft,Jiri Adamek
microsoft,Adam Ratzman
microsoft,Adam Brewer
microsoft,Adam Lash
microsoft,Adam Modlin
microsoft,Daniel Adams
microsoft,Adam Sitnik
microsoft,Adam Tuck
microsoft,Wei Shen
microsoft,Adam Barlow
microsoft,Adam Burch
microsoft,Andrew Clements
microsoft,Adam Grocholski
microsoft,Adhish Chugh
microsoft,Michelle McDaniel
microsoft,Aditya Kadam
microsoft,Aditya Kumar
microsoft,None
microsoft,Aditya Mandaleeka
microsoft,Aditya Patwardhan
microsoft,Aditya Gupta
microsoft,Aditya Toney
microsoft,Adam Kinney
microsoft,Adrian-Leonard Radu
microsoft,Adrian Lavery
microsoft,Adrian Mato
microsoft,Adrián Moreno
microsoft,Adrian Orth
microsoft,Adrian Vinca
microsoft,Adrien Toubiana
microsoft,Amardeepsingh 
microsoft,Adrian Tsai
microsoft,Andrew Faust
microsoft,Eli Arbel
microsoft,Andre Essing
microsoft,Alex Filenkov
microsoft,None
microsoft,Angelina Gambo
microsoft,Dhruv Agarwal
microsoft,Andy Gocke
microsoft,Antonio Goncalves
microsoft,None
microsoft,Anders Hejlsberg
microsoft,Adham
microsoft,Adam Hems
microsoft,Andy Himberger
microsoft,Ahmed Helmi
microsoft,Ahmed Kotb
microsoft,Ahmed ElSayed
microsoft,Jooneil Ahn
microsoft,Doron Holan
microsoft,Andrew Randall
microsoft,Ahson Khan
microsoft,Erwan Mathonière
microsoft,Aishwarya Pratap Singh
microsoft,None
microsoft,Ajay
microsoft,Arthur Vickers
microsoft,Ajinkya Kher
microsoft,Andrea Lam
microsoft,Andrew Paverd
microsoft,Andrew Peacock
microsoft,Adam Tauman Kalai
microsoft,Rome Li
microsoft,Alexander Katrukhin
microsoft,Arun Kishan
microsoft,Arthur Ning
microsoft,Alexander Köplinger
microsoft,Andy Kovar
microsoft,Akshaya Annavajhala
microsoft,None
microsoft,Akshob Gopalakrishna
microsoft,Alaa Shafaee
microsoft,Alan Po-Ching Yang
microsoft,Minh Vu
microsoft,Alvin Chen
microsoft,Alexandre Delarue
microsoft,Alec
microsoft,Alex Bain
microsoft,Alejandro Pauly
microsoft,Alessio Roic
microsoft,Alex de la Rosa
microsoft,Alex Frankel
microsoft,Alex Nichols
microsoft,Alexandru Dima
microsoft,Ace Eldeib
microsoft,Alexey Kuzmin
microsoft,Alexey Orlov
microsoft,Alexey Soloveychik
microsoft,Alex Cheng
microsoft,Alex Smith
microsoft,Alex Perovich
microsoft,Alex Ross
microsoft,Alex Smith
microsoft,Alex Tsao
microsoft,Alex Weininger
microsoft,Alice Gibbons
microsoft,Ali Khudhair
microsoft,Ali Hussain
microsoft,None
microsoft,Alison Lomaka
microsoft,Andrew Liu
microsoft,Alessandro Jannuzzi
microsoft,None
microsoft,Allan Targino
microsoft,Allen Mathias
microsoft,Allison Chou
microsoft,Eloy Durán
microsoft,Allison Durkan
microsoft,Ksenia Bobrova
microsoft,Aleksandar Milicevic
microsoft,Alexander Nikolaev
microsoft,Fayham Alom
microsoft,Alon Catz
microsoft,Alex Radutskiy
microsoft,Andy Luhrs
microsoft,Andrey Lukyanov
microsoft,AlvinC
microsoft,Alexander Vorobyov
microsoft,Apurv Mehra
microsoft,Amal Joe Gladwin
microsoft,Andre Manoel
microsoft,Zihao Chen
microsoft,Ali Mazaheri
microsoft,Taras Vozniuk
microsoft,Andrew Casey
microsoft,Andy McCalib
microsoft,Ameya Patil
microsoft,Ahmed Magdy
microsoft,Adam Gleitman
microsoft,Amine Rahmouni
microsoft,Amitabh Mukherjee
microsoft,Amit Chaudhary
microsoft,Amit Gupte
microsoft,Amit Saraf
microsoft,Andrew Mittereder
microsoft,Amiya Gupta
microsoft,Saeed Amizadeh
microsoft,Amund Kronen Johansen
microsoft,Amr Hanafi
microsoft,Amy 
microsoft,Anurag Choudhary
microsoft,None
microsoft,None
microsoft,Anand Gaurav
microsoft,None
microsoft,Anita Chimnani
microsoft,None
microsoft,Andre Boyer
microsoft,Andrea Bichsel
microsoft,Andre Abrantes
microsoft,Andre Briggs
microsoft,Andre Della Monica
microsoft,Drew Johnson
microsoft,Andre Montevecchi
microsoft,Andrew Branch
microsoft,Andrew Collins
microsoft,Andre Wiggins
microsoft,Andrey Noskov
microsoft,Eastman
microsoft,None
microsoft,Andrew Schonhoffer
microsoft,Andy Schwartzmeyer
microsoft,Andy Beach
microsoft,Andy Ivanov
microsoft,Liming Liu
microsoft,Andy Seres
microsoft,Andy Sterland
microsoft,None
microsoft,None
microsoft,Natalia Venditto
microsoft,Angel Kou
microsoft,Angelgolfer
microsoft,None
microsoft,None
microsoft,None
microsoft,Ali Niknafs
microsoft,Anirudh Cavale
microsoft,Isis Anisoptera
microsoft,Anjali Sheel
microsoft,Anjuli Goring
microsoft,Ankur Garg
microsoft,Ankesh N Bhoi
microsoft,Ankit Sinha
microsoft,Ankit Agarwal
microsoft,Anoop Kurungod
microsoft,Andrew Ladwig
microsoft,Andrew
microsoft,Anna
microsoft,None
microsoft,None
microsoft,Alex Gavrishev
microsoft,Anoob Backer
microsoft,Andres Paz
microsoft,Andrew Phelps
microsoft,Anand Prakash
microsoft,None
microsoft,Anthony Chu
microsoft,Anthony Seo
microsoft,Anthony Valentino
microsoft,Anton Kolesnyk
microsoft,Antoine Haas
microsoft,Antoine Cellerier
microsoft,Anton Firszov
microsoft,Antonio Velázquez
microsoft,Anton Samson
microsoft,Anubhav Ranjan
microsoft,Anu Thomas Chandy
microsoft,Anuj Shrotriya
microsoft,None
microsoft,Andrew Wald
microsoft,Anthony Watherston
microsoft,Jeroen Rietveld
microsoft,Amit Padmawar
microsoft,APAR SINGHAL
microsoft,Apu Dutta
microsoft,Shilpa P
microsoft,Sudarshan Rao
microsoft,Aprameya Rao
microsoft,April
microsoft,Apurva Sahasrabudhe
microsoft,Anish Ramasekar
microsoft,Aravind Yeduvaka
microsoft,Araz Abishov
microsoft,Arindam Chakraborty
microsoft,Mingzhe Huang
microsoft,Alex Remo
microsoft,Arjun Gupta
microsoft,Arjun Luthra
microsoft,Arun Chander
microsoft,Arlo Siemsen
microsoft,Armaan Sood
microsoft,Armando Blanco
microsoft,Armando Aguirre
microsoft,Arnaud Fabre
microsoft,Arndt Schwenkschuster
microsoft,Alexandru-Razvan Olariu
microsoft,Arron Eicholz
microsoft,Arjun Roy Chaudhuri
microsoft,Arnav Singh
microsoft,Artem Saveliev
microsoft,Arthur Yasinski
microsoft,Adam Rudell
microsoft,None
microsoft,Arunesh Chandra
microsoft,Arun R
microsoft,Arvind Shyamsundar
microsoft,Asaf Strassberg
microsoft,Andreas Aschauer
microsoft,Aaron Schultz
microsoft,Anthony Sciorilli
microsoft,None
microsoft,Shawni Mitchell
